HeatNo,Fill#1_ScrapName,Fill#1_ScrapWeight,Fill#2_ScrapName,Fill#2_ScrapWeight,Fill#3_ScrapName,Fill#3_ScrapWeight,Fill#4_ScrapName,Fill#4_ScrapWeight,Fill#5_ScrapName,Fill#5_ScrapWeight,Fill#6_ScrapName,Fill#6_ScrapWeight
93849,OCR12VM,25000,E6,14000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
93850,OCR12VM,25000,E6,15100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
93859,OCR12VM,25000,E6,15100.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
93869,OCR12VM,20000,E6,18000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
93870,OCR12VM,20000,E6,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
93871,E6,14500,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
93872,OCR12VM,20000,E6,18500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
93873,E6,15200,OCR12VM,12000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
93881,OCR12VM,20000,E6,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
93882,E6,16100,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
93910,OCR12VM,20000,E6,18500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
93911,OCR12VM,20000,E6,18000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
93912,E6,14400,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
93913,OCR12VM,20000,E6,18500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
93914,OCR12VM,20000,E6,14500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
93915,OCR12VM,20000,E6,18200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
93923,OCR12VM,20000,E6,18600.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
93938,OCR12VM,20000,E6,17500.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
93939,E6,17200,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94011,OCR12VM,25000,E6,12500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94012,OCR12VM,25000,E6,12500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94013,UTOPMO2,20000,E6,14000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94016,E6,15700,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94033,OCR12VM,25000,E6,14700.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94034,OCR12VM,24000,E6,14700.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94035,OCR12VM,25000,E6,14500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94044,OCR12VM,30000,E6,10600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94055,OCR12VM,25000,E6,10500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94062,OCR12VM,26000,E6,13200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94069,OCR12VM,20000,E6,12000.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94070,OCR12VM,20000,PK5M,10000.0,E6,9000.0,OCR12VM OSTRUŽKI,7000.0,,,,
94086,UTOPMO2,20000,E6,15100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94099,OCR12VM,20000,E6,11600.0,PK5M,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
94100,E6,16500,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,4000.0,,,,
94106,OCR12VM,20000,E6,11600.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94107,E6,16400,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94118,UTOPMO2,15000,E6,10000.0,OCR12VM,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94127,OCR12VM,20000,E6,10200.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94128,OCR12VM,20000,PK5M,10000.0,OCR12VM OSTRUŽKI,7000.0,E6,6100.0,,,,
94129,OCR12VM,15000,E6,10100.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94130,OCR12VM,20000,OCR12VM OSTRUŽKI,8000.0,PK5,7000.0,E6,4500.0,,,,
94146,OCR12VM,20000,E6,11500.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94147,OCR12VM,20000,E6,11200.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94148,OCR12VM,15000,E6,12500.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94156,OCR12VM,20000,E6,12100.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94163,OCR12VM,20000,E6,11500.0,PK5,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
94164,OCR12VM,15000,E6,12600.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94165,OCR12VM,20000,E6,11500.0,PK5,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94184,OCR12VM,20000,E6,10100.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94201,OCR12VM,20000,UTOPMO2,10000.0,E6,9500.0,OCR12VM OSTRUŽKI,8000.0,,,,
94202,OCR12VM,20000,UTOPMO2,10000.0,E6,9600.0,OCR12VM OSTRUŽKI,7000.0,,,,
94229,E6,13500,OCR12VM,12000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94230,OCR12VM,15000,UTOPMO2,15000.0,OCR12VM OSTRUŽKI,8000.0,E6,7000.0,,,,
94231,OCR12VM,20000,UTOPMO4,10000.0,E6,9500.0,OCR12VM OSTRUŽKI,8000.0,,,,
94232,E6,15500,OCR12,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94233,OCR12VM,20000,UTOPMO4,10000.0,E6,9500.0,OCR12VM OSTRUŽKI,8000.0,,,,
94234,E6,17500,OCR12,12000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94239,OCR12VM,20000,UTOPMO4,10000.0,E6,9500.0,OCR12VM OSTRUŽKI,7000.0,,,,
94268,E6,22600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94269,E6,22600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94280,E6,20100,OCR12VM,10000.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94281,E6,17100,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94282,E6,19100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,PK5M,5000.0,,,,
94283,E6,19000,OCR12VM,10000.0,OCR12VM OSTRUŽKI,7000.0,PK5M,5000.0,,,,
94284,E6,19100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,PK5M,5000.0,,,,
94290,E6,19000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,PK5M,5000.0,,,,
94291,E6,19100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,PK5M,5000.0,,,,
94300,E6,19000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,PK5M,5000.0,,,,
94311,E6,16200,OCR12VM,15000.0,PK5,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94312,UTOPMO2,15000,E6,12100.0,OCR12VM,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94321,UTOPMO2,15000,OCR12VM OSTRUŽKI,8000.0,E6,7000.0,OH252,5000.0,OCR12,5000.0,,
94334,UTOPMO2,15000,E6,12000.0,OCR12,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
94335,E6,20000,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
94336,E6,17300,VCMO230,10000.0,OCR12VM,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
94337,E6,17000,VCMO230,10000.0,OCR12VM,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
94338,E6,20000,OCR12VM,10000.0,UTOPMO2,10000.0,CRMO OSTRUŽKI,5000.0,,,,
94339,E6,17000,OCR12VM,10000.0,UTOPMO2,10000.0,CRMO OSTRUŽKI,5500.0,,,,
94340,E6,17500,OCR12,10000.0,UTOPMO2,10000.0,CRMO OSTRUŽKI,5000.0,,,,
94346,E6,16400,UTOPMO2,15000.0,OCR12VM,10000.0,OCR12VM OSTRUŽKI,5000.0,,0.0,,
94384,E6,22000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94385,E6,22200,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94397,E6,15100,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94398,E6,22000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94399,E6,22100,OCR12VM,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94400,E6,22000,OCR12VM,15500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94407,E6,15300,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94418,E6,22200,OCR12VM,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94419,E6,22000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
94433,E6,22100,OCR12VM,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94434,E6,22000,OCR12VM,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94435,E6,22000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94451,E6,20000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94456,E6,23000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94457,E6,19000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94470,E6,20500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94471,E6,17500,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94472,OCR12VM OSTRUŽKI,22000,E6,20000.0,,,,,,,,
94490,E6,17500,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
94491,E6,23000,OCR12VM,16000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94492,E6,23100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94497,OCR12VM,20000,E6,16100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94502,OCR12VM,20000,E6,18200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94518,OCR12VM,25000,E6,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94519,OCR12VM,25000,E6,10600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94520,OCR12VM,25000,E6,12100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94521,OCR12VM,25000,E6,15200.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94522,OCR12VM,25000,E6,11600.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94523,OCR12VM,25000,E6,11500.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94533,OCR12VM,15000,E6,13500.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94536,OCR12VM,26000,E6,15000.0,OCR12VM OSTRUŽKI,8000.0,UTOPMO2,0.0,,,,
94537,OCR12VM,15000,E6,13000.0,OCR12VM OSTRUŽKI,8000.0,UTOPMO2,5000.0,,,,
94551,OCR12VM,20000,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,E6,7500.0,,,,
94569,OCR12VM,25000,E6,12000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94574,OCR12VM,25000,E6,10700.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94576,OCR12VM,25000,E6,14100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94582,OCR12VM,25000,E6,14500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94586,OCR12VM,20000,E6,19300.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94587,OCR12VM,20000,E6,17500.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94588,OCR12VM,20000,E6,19200.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94589,OCR12VM,20000,E6,14600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94590,OCR12VM,20000,E6,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94621,OCR12VM,25000,E6,14500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94628,OCR12VM,20000,E6,19100.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94635,E6,24000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
94636,E6,24100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
94637,E6,20500,OCR12VM,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
94638,E6,21100,OCR12VM,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
94675,E6,21500,OCR12VM,20000.0,OCR12VM OSTRUŽKI,0.0,,,,,,
94676,E6,21500,OCR12VM,20000.0,OCR12VM OSTRUŽKI,1000.0,,,,,,
94677,E6,21500,OCR12VM,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
94678,E6,21500,OCR12VM,20000.0,OCR12VM OSTRUŽKI,4000.0,,,,,,
94687,OCR12VM,20000,E6,18600.0,OCR12VM OSTRUŽKI,3000.0,,,,,,
94695,E6,21500,OCR12VM,20000.0,OCR12VM OSTRUŽKI,4000.0,,,,,,
94696,E6,21600,OCR12VM,20000.0,OCR12VM OSTRUŽKI,3000.0,,,,,,
94755,E6,27000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,3000.0,,,,,,
94756,E6,24700,OCR12VM,15000.0,OCR12VM OSTRUŽKI,3000.0,,,,,,
94766,E6,27200,OCR12VM,15000.0,OCR12VM OSTRUŽKI,3000.0,,,,,,
94775,E6,24200,OCR12VM,15000.0,OCR12VM OSTRUŽKI,3000.0,,,,,,
94776,E6,27200,OCR12VM,15000.0,OCR12VM OSTRUŽKI,3000.0,,,,,,
94777,E6,26500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,3000.0,,,,,,
94803,E6,17100,OCR12VM,10000.0,UTOPMO4,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94804,E6,17500,OCR12VM,10000.0,UTOPMO4,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94812,E6,16200,OCR12,10000.0,UTOPMO4,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
94813,E6,16000,OCR12,12000.0,UTOPMO4,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
94816,E6,22000,OCR12VM,16000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94817,E6,16300,OCR12,12000.0,UTOPMO4,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
94818,E6,22200,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94819,E6,23600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
94836,E6,17800,VCMO230,10000.0,OCR12VM,10000.0,PK5M,10000.0,,,,
94868,E6,23100,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94869,E6,21600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94870,E6,22300,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94871,E6,22000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
94877,E6,17500,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
94901,UTOPMO2,15000,E6,13000.0,OCR12VM,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94927,OCR12VM,20000,E6,18500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94928,OCR12VM,20000,E6,18500.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94929,E6,19200,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
94939,OCR12VM,20000,E6,18500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94940,OCR12VM,20000,E6,18500.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94941,OCR12VM,20000,E6,18600.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94958,E6,22700,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94959,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
94960,E6,21000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94961,E6,22800,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
94976,E6,20000,OCR12VM,10000.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94977,E6,20000,OCR12VM,10000.0,PK5M,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
94992,E6,19500,OCR12VM,10000.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94993,E6,19100,OCR12VM,10000.0,PK5M,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
94999,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95000,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95001,E6,22600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95023,E6,22000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95031,E6,25200,OCR12VM,10000.0,PK5M,5000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95032,E6,24600,OCR12VM,10000.0,PK5M,5000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95033,E6,24600,OCR12VM,10000.0,PK5M,5000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95038,E6,24700,OCR12VM,10000.0,PK5M,5000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95039,E6,24500,OCR12VM,10000.0,PK5M,5000.0,OCR12VM OSTRUŽKI,2000.0,,,,
95040,E6,24700,OCR12VM,10000.0,OCR12VM OSTRUŽKI,6000.0,PK5M,5000.0,,,,
95041,E6,24600,OCR12VM,10000.0,PK5M,5000.0,OCR12VM OSTRUŽKI,3000.0,,,,
95045,E6,22200,OCR12VM,10000.0,OCR12VM OSTRUŽKI,6000.0,PK5,5000.0,,,,
95050,E6,24500,OCR12VM,10000.0,PK5,5000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95061,E6,24700,OCR12VM,10000.0,PK5M,5000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95073,E6,27500,OCR12VM,10000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95074,E6,30300,OCR12VM,10000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95075,E6,29500,OCR12VM,10000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95078,E6,29700,OCR12VM,10000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95079,E6,26000,OCR12VM,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95080,E6,27200,OCR12VM,10000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95126,E6,24300,OCR12VM,13500.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95127,E6,24500,OCR12VM,14000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95128,E6,20500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95135,E6,24000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95136,E6,19500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95137,E6,24000,OCR12VM,14000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95149,E6,24200,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,6000.0,,,,
95150,E6,20600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95151,E6,24100,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,6000.0,,,,
95173,E6,21000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95176,OCR12VM,15000,E6,12100.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
95198,OCR12VM,15000,E6,11100.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
95202,E6,16600,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
95203,OCR12VM,21000,E6,12100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95205,OCR12VM,20000,E6,18100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95213,OCR12VM,20000,E6,15100.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95214,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95220,E6,24200,OCR12VM,10000.0,OCR12VM OSTRUŽKI,7000.0,PK5M,5000.0,,,,
95221,E6,24100,OCR12VM,10000.0,OCR12VM OSTRUŽKI,6000.0,PK5M,5000.0,,,,
95228,E6,21000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,PK5M,5000.0,,,,
95229,E6,21000,OCR12VM,15000.0,PK5M,5000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95230,E6,21700,OCR12VM,15000.0,PK5M,5000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95248,E6,24000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95249,E6,23500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95250,E6,23600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95265,OCR12VM,20000,E6,19400.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95266,E6,16100,OCR12VM,15000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95267,OCR12VM,21000,E6,19000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95280,OCR12VM,15000,E6,13100.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95294,E6,24100,OCR12VM,8000.0,OCR12VM OSTRUŽKI,5000.0,OH252,5000.0,,,,
95302,E6,24700,OCR12VM,6000.0,OCR12VM OSTRUŽKI,5000.0,OH252,5000.0,,,,
95303,E6,21600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95307,E6,20000,OCR12VM,20000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95317,E6,24100,OCR12VM,10000.0,OCR12VM OSTRUŽKI,5000.0,OH252,5000.0,,,,
95318,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95326,E6,22600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95345,E6,23500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95354,E6,23500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95355,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95364,E6,23500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95383,E6,19000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95391,E6,15600,OCR12VM,15000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95392,E6,15600,OCR12VM,15000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,5000.0,,,,
95393,OCR12VM,25000,E6,14600.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95414,E6,20500,OCR12VM,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95415,OCR12VM,20000,E6,19700.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95418,E6,20600,OCR12VM,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95419,E6,20600,OCR12VM,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95420,E6,20600,OCR12VM,20000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95421,OCR12VM,20000,E6,18100.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95443,E6,20700,OCR12VM,20000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95444,E6,20600,OCR12VM,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95445,E6,20500,OCR12VM,20000.0,OCR12VM OSTRUŽKI,6000.0,,,,,,
95446,E6,20500,OCR12VM,20000.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95466,OCR12VM,20000,E6,17500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95467,OCR12VM,20000,E6,17500.0,OCR12VM OSTRUŽKI,5000.0,,,,,,
95493,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95494,E6,22600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95505,E6,22700,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95506,E6,19000,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95507,E6,23200,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95508,E6,17600,OCR12VM,10000.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
95509,E6,22700,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95517,E6,22700,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95518,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95554,OCR12VM,15000,E6,13500.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,8000.0,,,,
95555,OCR12VM,15000,E6,13600.0,UTOPMO2,10000.0,OCR12VM OSTRUŽKI,7000.0,,,,
95561,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95564,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95586,E6,22500,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95587,E6,22600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95589,E6,22600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,8000.0,,,,,,
95590,E6,22600,OCR12VM,15000.0,OCR12VM OSTRUŽKI,7000.0,,,,,,
95603,E6,22500,OCR12VM,10000.0,OCR12VM OSTRUŽKI,8000.0,PK5M,5000.0,,,,
95604,E6,22500,OCR12VM,10000.0,PK5M,5000.0,OCR12VM OSTRUŽKI,4000.0,,,,
95619,E6,35100,,,,,,,,,,
95623,E6,22500,OCR12VM,10000.0,OCR12VM OSTRUŽKI,8000.0,PK5M,5000.0,,,,
95624,E6,22500,OCR12VM,10000.0,OCR12VM OSTRUŽKI,8000.0,PK5M,5000.0,,,,
95625,E6,22500,OCR12VM,10000.0,PK5M,5000.0,OCR12VM OSTRUŽKI,5000.0,,,,
