HeatNo,LFVD_AlBloki,LFVD_AlGran,LFVD_Boksit,LFVD_CaO,LFVD_CaSi,LFVD_CASIfi13,LFVD_Cfi13,LFVD_CoMet,LFVD_Cu,LFVD_EPŽŽlindra,LFVD_FeAl,LFVD_FeB,LFVD_FeBŽica,LFVD_FeCrNit,LFVD_FeCrA,LFVD_FeCrC,LFVD_FeCrCSi,LFVD_FeCrC51,LFVD_FeMnA,LFVD_FeMnC,LFVD_FeMo,LFVD_FeNbTa,LFVD_FeNbTafi13,LFVD_FeS,LFVD_FeSi,LFVD_FeSiZrŽica,LFVD_FeTi,LFVD_FeTifi13,LFVD_FeV,LFVD_FeW72,LFVD_KarboritMleti,LFVD_MnMet,LFVD_NiGran,LFVD_NiKatode,LFVD_NiOksid,LFVD_OdpCu,LFVD_Polymox,LFVD_SŽica,LFVD_SiMet,LFVD_SiMn,LFVD_SLAGMAG65B,LFVD_KarboritZaVpih,LFVD_Ni90,LFVD_AlŽica,LFVD_Molyquick,LFVD_AlOplašèenaŽica,LFVD_BelaŽlindra,LFVD_Kisik,LFVD_KalcijevKarbid,LFVD_WPaketi,LFVD_SintŽlindra
77288,15,0,130,550,0,16.5,25.8,0,0,0,0,0,0,0,0,500,0,0,0,40,45,0,0,0,50,0,0,0,290,0,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6.0,0,0,0,0,0
77293,7,0,100,600,0,16.5,31.0,0,0,100,0,0,0,0,0,790,0,0,0,40,30,0,0,0,120,0,0,0,320,0,65,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.0,25,0,0,0,0
77294,15,0,270,600,0,23.5,8.6,0,0,0,0,0,0,0,0,350,0,0,0,60,90,0,0,0,160,0,0,0,270,0,205,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,25,0,0,0,0
77298,12,0,50,400,0,16.5,0.0,0,0,0,0,0,0,0,0,1750,0,0,0,20,100,0,0,0,80,0,0,0,300,0,150,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.0,0,0,0,0,0
77299,10,0,50,450,0,16.5,0.0,0,0,0,0,0,0,0,650,0,0,0,0,0,80,0,0,0,70,0,0,0,298,0,125,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,4.0,25,0,0,0,0
77333,10,0,90,500,0,16.5,5.8,0,0,0,0,0,0,0,0,1190,0,0,0,30,300,0,0,0,50,0,0,0,460,0,120,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.8,25,0,0,0,0
77335,12,0,220,450,0,16.5,0.0,0,0,150,0,0,0,0,0,500,0,0,0,50,210,0,0,0,20,0,0,0,295,0,70,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,25,0,0,0,0
77347,5,0,90,500,0,16.5,8.7,0,0,100,0,0,0,0,0,690,0,0,0,80,270,0,0,0,170,0,0,0,325,0,240,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,25,0,0,0,0
77348,5,0,190,500,0,16.5,0.0,0,0,100,0,0,0,0,0,60,0,0,0,70,285,0,0,0,160,0,0,0,340,0,220,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,25,0,0,0,0
77349,11,0,230,650,0,18.8,4.3,0,0,150,0,0,0,0,0,1550,0,0,0,70,95,0,0,0,100,0,0,0,530,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,25,0,0,0,0
77353,70,0,270,600,0,23.5,14.5,0,0,120,0,0,0,0,50,1160,0,0,0,90,240,0,0,0,180,0,0,0,555,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,25,0,0,0,0
77355,5,0,150,600,0,16.5,14.5,0,0,120,0,0,0,0,0,900,0,0,0,40,235,0,0,0,80,0,0,0,275,0,70,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,25,0,0,0,0
77366,14,0,210,450,0,23.5,0.0,0,0,150,0,0,0,0,0,350,0,0,0,0,80,0,0,0,120,0,0,0,290,0,50,0,0,0,0,0,0,0.0,0,40,100,0,0,0.0,0,4.8,25,0,0,0,0
77374,5,0,210,650,0,16.5,21.8,0,0,100,0,0,0,0,0,800,0,0,0,20,60,0,0,0,50,0,0,0,290,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,25,0,0,0,0
77375,10,0,110,550,0,28.2,0.0,0,0,100,0,0,0,0,0,620,0,0,0,60,100,0,0,0,120,0,0,0,320,0,120,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.8,0,0,0,0,0
77376,2,0,340,850,0,51.8,30.5,0,0,100,0,0,0,0,0,1850,0,0,0,100,140,0,0,0,110,0,0,0,520,20,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77385,4,0,120,600,0,16.5,0.0,0,0,120,0,0,0,0,0,1370,0,0,0,90,75,0,0,0,140,0,0,0,520,0,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.9,0,0,0,0,0
77386,2,0,170,700,0,16.5,21.8,0,0,120,0,0,0,0,0,1150,0,0,0,30,130,0,0,0,120,0,0,0,325,0,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,0,0,0
77387,10,0,110,550,0,16.5,0.0,0,0,120,0,0,0,0,0,1130,0,0,0,40,110,0,0,0,90,0,0,0,430,0,65,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,0,0,0
77388,5,0,240,750,0,16.5,0.0,0,0,150,0,0,0,0,0,1000,0,0,0,20,100,0,0,0,70,0,0,0,400,0,60,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,1.9,0,0,0,0,0
77400,17,0,220,550,0,15.7,26.1,0,0,150,0,0,0,0,0,1150,0,0,0,15,65,0,0,0,90,0,0,0,355,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,0,0,0
77401,10,0,150,500,0,23.5,13.1,0,0,0,0,0,0,0,0,450,0,0,0,30,40,0,0,0,70,0,0,0,300,0,45,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,4.8,0,0,0,0,0
77425,10,0,150,500,0,13.4,0.0,0,0,0,0,0,0,0,0,1380,0,0,0,60,45,0,0,0,150,0,0,0,430,0,190,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,0.0,0,0,0,0,0
77429,18,0,70,400,0,14.3,8.7,0,0,0,0,0,0,0,0,900,0,0,0,0,210,0,0,0,25,0,0,0,330,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77435,10,0,190,450,0,14.3,0.0,0,0,150,0,0,0,0,0,850,0,0,0,50,80,0,0,0,140,0,0,0,315,0,150,0,0,0,0,0,0,0.0,0,0,100,0,0,0.0,0,6.7,0,0,0,0,0
77442,5,0,100,600,0,0.0,0.0,0,0,0,0,0,0,0,0,500,0,0,0,30,230,0,0,0,0,0,0,0,335,0,150,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77443,22,0,50,400,0,0.0,0.0,0,0,150,0,0,0,0,0,0,0,0,0,70,205,0,0,0,150,0,0,0,290,0,225,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77447,2,0,150,600,0,49.0,15.0,0,0,100,0,0,0,0,0,800,0,0,0,20,55,0,0,0,150,0,0,0,320,0,175,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77464,10,0,50,400,0,13.9,14.5,0,0,100,0,0,0,0,0,850,0,0,0,70,490,0,0,0,75,0,0,0,535,0,135,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.9,0,0,0,0,0
77475,5,0,50,400,0,16.5,14.5,0,0,150,0,0,0,0,0,1800,0,0,0,0,255,0,0,0,80,0,0,0,345,0,200,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,0,0,0
77485,12,0,220,650,0,38.1,0.0,0,0,0,0,0,0,0,0,580,0,0,0,0,115,0,0,0,110,0,0,0,410,0,175,0,0,0,0,0,0,0.0,0,70,0,0,0,0.0,0,0.0,0,0,0,0,0
77486,5,0,190,400,0,51.8,0.0,0,0,0,0,0,0,0,0,1240,0,0,0,80,280,0,0,0,120,0,0,0,270,0,220,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77490,2,0,150,600,0,14.6,0.0,0,0,120,0,0,0,0,0,390,0,0,0,0,70,0,0,0,135,0,0,0,380,0,220,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,0,0,0
77506,2,0,210,600,0,13.9,17.4,0,0,120,0,0,0,0,0,1150,0,0,0,60,200,0,0,0,130,0,0,0,410,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,0,0,0
77517,4,0,250,600,0,13.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,80,50,0,0,0,90,0,0,0,380,0,90,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77518,11,0,230,550,0,14.6,26.1,0,0,150,0,0,0,0,0,900,0,0,0,30,65,0,0,0,160,0,0,0,290,0,20,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0
77573,8,0,180,650,0,18.8,17.4,0,0,0,0,0,0,0,0,100,0,0,0,0,65,0,0,0,140,0,0,0,240,0,150,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0
77574,10,0,180,650,0,14.6,14.5,0,0,150,0,0,0,0,0,100,0,0,0,30,110,0,0,0,140,0,0,0,290,0,150,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,0,0,0
77582,5,0,220,600,0,15.3,33.3,0,0,110,0,0,0,0,0,550,0,0,0,0,80,0,0,0,35,0,0,0,345,0,150,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.8,0,0,0,0,0
77583,15,0,200,600,0,17.2,10.2,0,0,0,0,0,0,0,0,2700,0,0,0,120,100,0,0,0,90,0,0,0,680,0,225,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,0,0,0
77598,8,0,200,550,0,15.3,0.0,0,0,120,0,0,0,0,0,920,0,0,0,50,90,0,0,0,150,0,0,0,362,0,130,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
77608,5,0,200,950,0,35.3,40.6,0,0,150,0,0,0,0,0,300,0,0,0,50,80,0,0,0,200,0,0,0,480,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
77609,15,0,230,550,0,15.0,14.5,0,0,150,0,0,0,0,0,670,0,0,0,40,115,0,0,0,100,0,0,0,360,0,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,0,0,0
77617,11,0,150,400,0,14.1,21.8,0,0,0,0,0,0,0,0,940,0,0,0,40,255,0,0,0,90,0,0,0,437,0,120,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77639,9,0,100,650,0,14.1,0.0,0,0,100,0,0,0,0,0,850,0,0,0,15,50,0,0,0,150,0,0,0,307,0,135,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77641,17,0,100,500,0,14.1,14.5,0,0,150,0,0,0,0,0,400,0,0,0,120,150,0,0,0,130,0,0,0,535,0,270,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77651,3,0,230,600,0,14.3,14.5,0,0,150,0,0,0,0,0,880,0,0,0,70,70,0,0,0,90,0,0,0,420,0,135,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.5,0,0,0,0,0
77653,10,0,240,650,0,14.1,11.6,0,0,150,0,0,0,0,0,250,0,0,0,30,90,0,0,0,30,0,0,0,335,0,180,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0
77690,7,0,100,800,0,15.7,14.5,0,0,0,0,0,0,0,0,1900,0,0,0,80,240,0,0,0,140,0,0,0,530,0,225,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77692,8,0,120,550,0,14.8,4.3,0,0,100,0,0,0,0,0,730,0,0,0,0,40,0,0,0,60,0,0,0,445,0,120,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
77705,3,0,130,450,0,13.6,8.7,0,0,0,0,0,0,0,0,80,0,0,0,40,10,0,0,0,40,0,0,0,330,0,205,0,0,0,0,0,0,0.0,0,0,80,0,0,0.0,0,1.5,0,0,0,0,0
77706,18,0,130,500,0,16.5,8.7,0,0,150,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,130,0,0,0,345,0,235,0,0,0,0,0,0,0.0,0,40,0,0,0,0.0,0,2.9,0,0,0,0,0
77729,0,0,180,600,0,35.3,8.7,0,0,120,0,0,0,0,0,570,0,0,0,165,140,0,0,0,150,0,0,0,545,0,325,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77730,7,0,220,650,0,14.6,34.8,0,0,150,0,0,0,0,0,400,0,0,0,0,40,0,0,0,100,0,0,0,310,0,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,0,0,0
77768,0,0,70,400,0,15.3,0.0,0,0,150,0,0,0,0,0,600,0,0,0,20,100,0,0,0,150,0,0,0,310,0,215,0,0,0,0,0,0,0.0,0,20,0,0,0,0.0,0,0.0,0,0,0,0,0
77779,13,0,180,650,0,14.6,0.0,0,0,180,0,0,0,0,0,870,0,0,0,50,90,0,0,0,140,0,0,0,570,0,215,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77780,12,0,150,600,0,15.0,0.0,0,0,150,0,0,0,0,0,210,0,0,0,40,95,0,0,0,90,0,0,0,295,0,155,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.9,0,0,0,0,0
77785,7,0,60,250,0,14.8,17.4,0,0,0,0,0,0,0,0,650,0,0,0,30,190,0,0,0,160,0,0,0,300,0,165,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
77786,0,0,160,550,0,13.6,8.7,0,0,110,0,0,0,0,0,790,0,0,0,70,120,0,0,0,150,0,0,0,280,0,165,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77800,18,0,130,450,0,15.3,0.0,0,0,100,0,0,0,0,0,1300,0,0,0,0,80,0,0,0,140,0,0,0,330,0,335,0,0,0,0,0,0,0.0,0,60,0,0,0,0.0,0,4.8,0,0,0,0,0
77802,8,0,150,750,0,14.1,29.0,0,0,0,0,0,0,0,0,700,0,0,0,20,150,0,0,0,80,0,0,0,490,0,150,0,0,0,0,0,0,0.0,0,140,0,0,0,0.0,0,0.0,0,0,0,0,0
77809,10,0,80,500,0,15.0,0.0,0,0,100,0,0,0,0,0,990,0,0,0,70,70,0,0,0,160,0,0,0,270,0,285,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
77810,17,0,80,500,0,14.8,29.0,0,0,150,0,0,0,0,0,840,0,0,0,90,30,0,0,0,100,0,0,0,395,0,145,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
77838,20,0,100,350,0,15.3,0.0,0,0,0,0,0,0,0,0,1500,0,0,0,20,145,0,0,0,140,0,0,0,452,0,235,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77839,16,0,40,500,0,14.3,0.0,0,0,0,0,0,0,0,400,0,0,0,0,25,75,0,0,0,70,0,0,0,280,0,200,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.8,0,0,0,0,0
77850,17,0,280,600,0,15.0,0.0,0,0,0,0,0,0,0,0,910,0,0,0,30,90,0,0,0,140,0,0,0,320,0,190,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,0,0,0
77851,5,0,180,700,0,35.3,43.5,0,0,150,0,0,0,0,0,80,0,0,0,0,65,0,0,0,100,0,0,0,415,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.7,0,0,0,0,0
77861,15,0,150,550,0,14.6,0.0,0,0,0,0,0,0,0,0,1300,0,0,0,30,55,0,0,0,140,0,0,0,285,0,170,0,0,0,0,0,0,0.0,0,0,50,0,0,0.0,0,1.9,0,0,0,0,0
77862,10,0,150,500,0,14.6,0.0,0,0,150,0,0,0,0,0,710,0,0,0,30,65,0,0,0,130,0,0,0,390,0,180,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.4,0,0,0,0,0
77872,20,0,160,600,0,15.3,36.3,0,0,150,0,0,0,0,100,1300,0,0,0,50,20,0,0,0,130,0,0,0,310,0,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,0,0,0
77883,20,0,210,550,0,15.3,0.0,0,0,150,0,0,0,0,0,900,0,0,0,75,55,0,0,0,100,0,0,0,400,0,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,0,0,0
77895,15,0,150,500,0,14.8,0.0,0,0,150,0,0,0,0,0,680,0,0,0,40,70,0,0,0,60,0,0,0,395,0,130,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
77897,5,0,80,650,0,0.0,29.0,0,0,150,0,0,0,0,200,700,0,0,0,80,90,0,0,0,140,0,0,0,257,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77905,3,0,150,600,0,13.2,17.4,0,0,130,0,0,0,0,0,100,0,0,0,100,30,0,0,0,130,0,0,0,545,0,250,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77921,20,0,70,450,0,14.6,21.8,0,0,0,0,0,0,0,0,1180,0,0,0,80,170,0,0,0,100,0,0,0,460,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77922,7,0,170,400,0,14.3,13.1,0,0,0,0,0,0,0,0,660,0,0,0,110,140,0,0,0,140,0,0,0,250,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,0,0,0
77932,5,0,220,550,0,13.2,0.0,0,0,0,0,0,0,0,400,920,0,0,0,60,195,0,0,0,90,0,0,0,257,0,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77934,10,0,50,400,0,14.8,0.0,0,0,0,0,0,0,0,0,1200,0,0,0,85,160,0,0,0,90,0,0,0,421,0,95,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
77935,8,0,230,600,0,15.0,4.3,0,0,0,0,0,0,0,0,930,0,0,0,95,110,0,0,0,150,0,0,0,290,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
77951,10,0,70,400,0,14.6,29.0,0,0,0,0,0,0,0,0,1940,0,0,0,25,130,0,0,0,95,0,0,0,265,0,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
77959,15,0,150,600,0,16.0,0.0,0,0,0,0,0,0,0,0,1000,0,0,0,20,90,0,0,0,110,0,0,0,455,0,65,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5.4,0,0,0,0,0
77981,10,0,70,450,0,14.3,8.7,0,0,0,0,0,0,0,0,600,0,0,0,0,120,0,0,0,90,0,0,0,540,0,25,0,0,0,0,0,0,0.0,0,25,0,0,0,0.0,0,7.7,0,0,0,0,0
77988,7,0,160,600,0,15.3,20.3,0,0,0,0,0,0,0,200,1100,0,0,0,0,50,0,0,0,160,0,0,0,345,0,250,0,0,0,0,0,0,0.0,0,20,0,0,0,0.0,0,0.0,0,0,0,0,0
77989,3,0,350,700,0,14.3,18.9,0,0,0,0,0,0,0,0,1240,0,0,0,140,45,0,0,0,180,0,0,0,470,0,170,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,1.9,0,0,0,0,0
77996,7,0,100,350,0,14.1,0.0,0,0,0,0,0,0,0,0,600,0,0,0,60,120,0,0,0,120,0,0,0,355,0,165,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
78016,15,0,170,400,0,14.8,8.7,0,0,0,0,0,0,0,0,750,0,0,0,45,150,0,0,0,95,0,0,0,250,0,185,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.9,0,0,0,0,0
78017,10,0,30,100,0,13.9,0.0,0,0,100,0,0,0,0,0,0,0,0,0,20,120,0,0,0,70,0,0,0,360,0,115,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
78022,8,0,160,600,0,133.9,29.0,0,0,150,0,0,0,0,0,600,0,0,0,60,70,0,0,0,120,0,0,0,375,0,90,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.4,0,0,0,0,0
78046,3,0,150,450,0,14.3,0.0,0,0,0,0,0,0,0,0,680,0,0,0,30,75,0,0,0,50,0,0,0,295,0,150,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
78052,7,0,210,550,0,15.0,4.3,0,0,0,0,0,0,0,0,1250,0,0,0,0,90,0,0,0,140,0,0,0,485,0,160,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,0,0,0
78053,8,0,130,500,0,14.6,8.7,0,0,150,0,0,0,0,0,0,0,0,0,30,75,0,0,0,130,0,0,0,250,0,160,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.9,0,0,0,0,0
78061,5,0,170,650,0,13.9,0.0,0,0,150,0,0,0,0,0,1120,0,0,0,20,30,0,0,0,120,0,0,0,310,0,120,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
78085,3,0,70,400,0,14.1,0.0,0,0,120,0,0,0,0,0,400,0,0,0,70,80,0,0,0,160,0,0,0,300,0,275,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
78087,14,0,0,350,0,16.5,0.0,0,0,0,0,0,0,0,0,350,0,0,0,80,100,0,0,0,130,0,0,0,420,0,235,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
78088,9,0,80,400,0,15.3,0.0,0,0,100,0,0,0,0,70,770,0,0,0,80,115,0,0,0,115,0,0,0,310,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,0,0,0
78101,5,0,230,500,0,23.5,23.2,0,0,0,0,0,0,0,0,900,0,0,0,75,85,0,0,0,110,0,0,0,320,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
78113,2,0,80,400,0,13.6,0.0,0,0,0,0,0,0,0,0,600,0,0,0,20,85,0,0,0,100,0,0,0,180,0,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
78116,10,0,120,600,0,35.3,0.0,0,0,100,0,0,0,0,0,3200,0,0,0,150,110,0,0,0,160,0,0,0,580,0,65,0,0,0,0,0,0,0.0,0,10,0,0,0,0.0,0,0.0,0,0,0,0,0
78117,5,0,200,550,0,14.8,26.1,0,0,100,0,0,0,0,0,0,0,0,0,40,170,0,0,0,170,0,0,0,445,0,55,0,0,0,0,0,0,0.0,0,20,0,0,0,0.0,0,2.9,0,0,0,0,0
78127,5,0,130,450,0,14.8,4.3,0,0,120,0,0,0,0,0,880,0,0,0,50,155,0,0,0,130,0,0,0,280,0,140,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
78138,13,0,100,500,0,14.8,0.0,0,0,100,0,0,0,0,0,550,0,0,0,60,50,0,0,0,160,0,0,0,260,0,245,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
78139,5,0,130,500,0,35.3,14.5,0,0,100,0,0,0,0,0,880,0,0,0,40,130,0,0,0,90,0,0,0,285,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3.9,0,0,0,0,0
78140,2,0,140,500,0,12.5,14.5,0,0,0,0,0,0,0,0,840,0,0,0,40,40,0,0,0,70,0,0,0,185,0,35,0,0,0,0,0,0,0.0,0,10,0,0,0,0.0,0,0.0,0,0,0,0,0
78152,3,0,170,550,0,14.1,17.4,0,0,150,0,0,0,0,0,800,0,0,0,0,100,0,0,0,90,0,0,0,395,0,45,0,0,0,0,0,0,0.0,0,30,0,0,0,0.0,0,1.5,0,0,0,0,0
78171,20,0,150,550,0,15.3,31.9,0,0,150,0,0,0,0,100,1530,0,0,0,0,90,0,0,0,120,0,0,0,350,0,0,0,0,0,0,0,0,0.0,0,80,0,0,0,0.0,0,4.8,0,0,0,0,0
78201,13,0,100,550,0,14.1,0.0,0,0,0,0,0,0,0,0,700,0,0,0,60,40,0,0,0,100,0,0,0,210,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
78203,5,0,130,600,0,14.1,8.7,0,0,150,0,0,0,0,0,1240,0,0,0,80,70,0,0,0,90,0,0,0,520,0,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.5,0,0,0,0,0
78219,10,0,70,600,0,15.7,14.5,0,0,120,0,0,0,0,0,1600,0,0,0,20,110,0,0,0,170,0,0,0,260,0,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,4.8,0,0,0,0,0
78221,0,0,160,600,0,13.9,17.4,0,0,120,0,0,0,0,0,650,0,0,0,30,100,0,0,0,60,0,0,0,205,0,65,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
78247,5,0,100,400,0,16.7,29.0,0,0,100,0,0,0,0,0,1200,0,0,0,0,36,0,0,0,120,0,0,0,255,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
78262,10,0,140,550,0,14.8,0.0,0,0,150,0,0,0,0,150,1040,0,0,0,60,80,0,0,0,70,0,0,0,350,0,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.4,0,0,0,0,0
78285,10,0,150,550,0,15.3,0.0,0,0,150,0,0,0,0,0,1380,0,0,0,50,125,0,0,0,120,0,0,0,460,0,95,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,0,0,0
78290,13,0,50,350,0,15.3,14.5,0,0,150,0,0,0,0,0,1190,0,0,0,30,130,0,0,0,110,0,0,0,325,0,85,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.9,0,0,0,0,0
78294,5,0,190,500,0,47.0,0.0,0,0,0,0,0,0,0,0,730,0,0,0,30,65,0,0,0,140,0,0,0,420,0,125,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
78296,3,0,200,600,0,15.3,33.4,0,0,150,0,0,0,0,0,0,0,0,0,60,65,0,0,0,75,0,0,0,320,0,75,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2.5,0,0,0,0,0
78303,8,0,140,550,0,14.1,7.3,0,0,150,0,0,0,0,0,70,0,0,0,45,50,0,0,0,160,0,0,0,290,0,185,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0
