HeatNo,LFVD_LastTemperature
97701,1465.0
97702,1465.0
97703,1465.0
97704,1465.0
97714,1465.0
97749,1465.0
97751,1465.0
97752,1465.0
97753,1465.0
97754,1465.0
97755,1465.0
97756,1465.0
97757,1465.0
97765,1465.0
97766,1465.0
97767,1465.0
97778,1465.0
97779,1465.0
97784,1465.0
97785,1465.0
97791,1465.0
97810,1465.0
97820,1465.0
97850,1465.0
97851,1465.0
97854,1465.0
97855,1465.0
97856,1465.0
97867,1465.0
97880,1465.0
97881,1465.0
97887,1465.0
97888,1465.0
97889,1465.0
97890,1465.0
97891,1465.0
97892,1465.0
97908,1465.0
97909,1465.0
97921,1465.0
97933,1465.0
97934,1465.0
97935,1465.0
97949,1465.0
97950,1465.0
97951,1465.0
97965,1465.0
97966,1465.0
97967,1465.0
97968,1465.0
97971,1465.0
97981,1465.0
97984,1465.0
97985,1465.0
97987,1465.0
97988,1465.0
97997,1465.0
97998,1465.0
97999,1465.0
98000,1465.0
98007,1465.0
98008,1465.0
98045,1465.0
98046,1465.0
98053,1465.0
98054,1465.0
98064,1465.0
98065,1465.0
98087,1465.0
98100,1465.0
98101,1465.0
98102,1465.0
98103,1465.0
98111,1465.0
98112,1465.0
98113,1465.0
98114,1465.0
98121,1465.0
98122,1465.0
98123,1465.0
98124,1465.0
98135,1465.0
98141,1465.0
98142,1465.0
98150,1465.0
98171,1465.0
98178,1465.0
98180,1465.0
98202,1465.0
98211,1465.0
98212,1465.0
98221,1465.0
98222,1465.0
98223,1465.0
98244,1465.0
98254,1465.0
98255,1465.0
